Invoice Number,INVOICE_ID,Invoice Amount,Invoice date,INVOICE_CURRENCY_CODE,SOURCE,Invoice Type,INVOICE_DESCRIPTION,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,LINE_DESCRIPTION,CHARGE_ACCOUNT
95703961,103637,13563.06,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10263  Created for SO #244106.  MetalAire shipped incorrect Flange Dimension on s-2...,104698,Metalaire,1,ITEM,13563.06,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703963,103636,114.8,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10905  Created for SO #244995,104698,Metalaire,1,ITEM,114.8,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703964,106030,6888.02,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10483,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6888.02,Dorse_Line_1,1510.1601.000.000.115101.0000.000
95704297,103232,4803.19,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 25-18879  Created for SO #243631  SO Note: Pricing is ok - Big estimating department e...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4803.19,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704311,103231,1580.36,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10930  Created for SO #245282,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1580.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704459,103233,84.85,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11173  Created for SO #245675,100866,GREENHECK FAN CORPORATION (V),1,ITEM,84.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704481,103845,231.39,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10949  Created for SO #245251,100866,GREENHECK FAN CORPORATION (V),1,ITEM,231.39,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95704695,103234,334.72,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11111  Created for SO #245570  SO Note: Vitaliy 206-550-8861  Salvation Church,100866,GREENHECK FAN CORPORATION (V),1,ITEM,334.72,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704860,103846,3378.14,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10887  Created for SO #245220  Ramie Havens  C: 206.852.6021  D: 206.248.8753  M: 2...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3378.14,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95704861,103238,1780.43,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11036  Created for SO #245471,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1780.43,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704862,103239,3544.32,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11050  Created for SO #245491,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3544.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704863,103235,3105.07,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11057  Created for SO #245503,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3105.07,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704864,103236,675.44,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11148  Created for SO #245628,100866,GREENHECK FAN CORPORATION (V),1,ITEM,675.44,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95704865,103237,1123.1,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10689  Created for SO #244844,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1123.1,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705293,103240,5788.24,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 25-18682  Created for SO #243191,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5788.24,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705294,103241,11579.24,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10844  Created for SO #245128,100866,GREENHECK FAN CORPORATION (V),1,ITEM,11579.24,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705295,103847,969.41,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10510  Created for SO #244518,100866,GREENHECK FAN CORPORATION (V),1,ITEM,969.41,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95705296,103243,653.08,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10874  Created for SO #245191,100866,GREENHECK FAN CORPORATION (V),1,ITEM,653.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705297,103242,60.96,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-11141  Created for SO #245622,100866,GREENHECK FAN CORPORATION (V),1,ITEM,60.96,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705381,103244,428.29,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10793  Created for SO #245030,100866,GREENHECK FAN CORPORATION (V),1,ITEM,428.29,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705440,103639,47770.79,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 25-18842  Created for SO #243550    Cameron Chaplik  SHEET METAL GENERAL FOREMAN   // ...,104698,Metalaire,1,ITEM,47770.79,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705441,103640,3492.93,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10764  Created for SO #244984,104698,Metalaire,1,ITEM,3492.93,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705442,103638,1144.85,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10881  Created for SO #245134,104698,Metalaire,1,ITEM,1144.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705443,104092,79.42,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10946  Created for SO #245311,104698,Metalaire,1,ITEM,79.42,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95705444,103641,2063,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 25-18762  Created for SO #243376,104698,Metalaire,1,ITEM,2063,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705667,103848,3183.03,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10566  Created for SO #244606,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3183.03,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95705735,103245,890.85,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10984  Created for SO #245380,100866,GREENHECK FAN CORPORATION (V),1,ITEM,890.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705767,103247,819.22,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-11094  Created for SO #245555,100866,GREENHECK FAN CORPORATION (V),1,ITEM,819.22,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705869,103246,13190.89,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10227  Created for SO #244035,100866,GREENHECK FAN CORPORATION (V),1,ITEM,13190.89,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705964,103978,121.2,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-11247  Created for SO #245803  SO Note: EMANUEL BERMUDEZ @ 206-514-648  PO# 694470 ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,121.2,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95705965,103248,871.88,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-11192  Created for SO #245499,100866,GREENHECK FAN CORPORATION (V),1,ITEM,871.88,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95705982,103249,7397.79,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10485  Created for SO #244478,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7397.79,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706049,103979,1058.24,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10975  Created for SO #245372,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1058.24,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95706072,103250,462.87,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10985  Created for SO #245384,100866,GREENHECK FAN CORPORATION (V),1,ITEM,462.87,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706073,103252,183.42,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 25-18557A  Created for SO #245931  SO Note: No charge to customer - breaking out separ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,183.42,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706145,103982,7776.37,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 25-18746  Created for SO #243344,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7776.37,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95706161,103251,1735.49,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10613  Created for SO #244683,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1735.49,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706231,103980,169.72,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-11171  Created for SO #245673  SO Note: Roki 2067189865  261567 The Canopy   S183686,100866,GREENHECK FAN CORPORATION (V),1,ITEM,169.72,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95706341,103981,5275.02,2026-02-20,USD,Conversion,STANDARD,FB: PO# - 26-10211  Created for SO #244009,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5275.02,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95706403,103253,1734.42,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-11101  Created for SO #245438,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1734.42,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706452,103643,248.87,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10814  Created for SO #245075  Gabe Ramirez,104698,Metalaire,1,ITEM,248.87,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706453,103645,39.71,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10909  Created for SO #245148,104698,Metalaire,1,ITEM,39.71,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706454,106012,4577.56,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10483,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4577.56,Dorse_Line_1,1510.1601.000.000.115101.0000.000
95706455,103642,3231.49,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10741  Created for SO #244923,104698,Metalaire,1,ITEM,3231.49,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706456,103644,2058.37,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10774  Created for SO #239377,104698,Metalaire,1,ITEM,2058.37,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706457,104093,1692.33,2026-02-21,USD,Conversion,STANDARD,FB: PO# - 26-10998  Created for SO #245402,104698,Metalaire,1,ITEM,1692.33,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9570663,103255,905.97,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11176  Created for SO #245678,100866,GREENHECK FAN CORPORATION (V),1,ITEM,905.97,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706658,103257,8998.87,2026-02-23,USD,Conversion,STANDARD,"FB: PO# - 26-10281  Created for SO #244116  Jake Clark.     Emerald Aire, Inc.  C: (253)-293-011...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,8998.87,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706659,103258,2931.27,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10695  Created for SO #244852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2931.27,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706660,103254,1201.4,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10671  Created for SO #244829,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1201.4,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706661,103259,441.48,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10973  Created for SO #245358,100866,GREENHECK FAN CORPORATION (V),1,ITEM,441.48,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706662,103256,4527.87,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10528  Created for SO #244543,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4527.87,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706938,103260,1869.92,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10882  Created for SO #244883,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1869.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95706972,103262,1141.59,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10725  Created for SO #244911  SO Note: No Charge To Customer,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1141.59,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707154,103261,10910.68,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 25-18690  Created for SO #243228,100866,GREENHECK FAN CORPORATION (V),1,ITEM,10910.68,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707264,103983,213.9,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11244  Created for SO #245749  SO Note: Attn: Ricardo Romero  206-751-7754,100866,GREENHECK FAN CORPORATION (V),1,ITEM,213.9,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95707368,103985,2355.43,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10848  Created for SO #244275,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2355.43,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95707369,103263,3422.85,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10620  Created for SO #244713,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3422.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707409,103984,617.41,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11170  Created for SO #245672,100866,GREENHECK FAN CORPORATION (V),1,ITEM,617.41,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95707529,103264,2232.02,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-10432  Created for SO #244349,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2232.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707560,103986,3594.91,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11213  Created for SO #245747,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3594.91,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95707561,103266,822.92,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11239  Created for SO #245792,100866,GREENHECK FAN CORPORATION (V),1,ITEM,822.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707562,103265,3618.5,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11067  Created for SO #245523,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3618.5,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707813,103987,124.66,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11297  Created for SO #245887,100866,GREENHECK FAN CORPORATION (V),1,ITEM,124.66,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95707930,103267,2566.69,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11013  Created for SO #245435  SO Note: Pricing is ok!,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2566.69,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95707977,103268,616.7,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11135  Created for SO #245607,100866,GREENHECK FAN CORPORATION (V),1,ITEM,616.7,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708117,103270,4987.56,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10910  Created for SO #245252  SO Note: Travis Harrison - 2069392557  CEG Warranty ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4987.56,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708118,103269,2034.03,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11087  Created for SO #245547,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2034.03,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708231,103646,64.48,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10672  Created for SO #244798,104698,Metalaire,1,ITEM,64.48,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708340,103988,33832.31,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11096  Created for SO #245537,100866,GREENHECK FAN CORPORATION (V),1,ITEM,33832.31,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95708389,104094,35266.43,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10757  Created for SO #244973,104698,Metalaire,1,ITEM,35266.43,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95708514,103272,657.15,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10550  Created for SO #244581,100866,GREENHECK FAN CORPORATION (V),1,ITEM,657.15,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708515,103271,102.05,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11280  Created for SO #245822,100866,GREENHECK FAN CORPORATION (V),1,ITEM,102.05,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95708738,103989,440.78,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11314  Created for SO #245912  SO Note: Kathrine Cox 2068250093  Seattle Town Hall ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,440.78,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95708739,103990,230.27,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11315  Created for SO #245918  SO Note: Brandon Thomas - 2064577194  PO# 695388  Jo...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,230.27,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95708851,104095,22036.88,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10537  Created for SO #244539,104698,Metalaire,1,ITEM,22036.88,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709026,103849,3172.53,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10717  Created for SO #244893,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3172.53,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709027,103991,740.45,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10963  Created for SO #245339  Justin Riggins  (253) 348-9888 | cell  (253) 572-948...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,740.45,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709028,103993,567.64,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11013  Created for SO #245435  SO Note: Pricing is ok!,100866,GREENHECK FAN CORPORATION (V),1,ITEM,567.64,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709072,103273,235.45,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11332  Created for SO #245942,100866,GREENHECK FAN CORPORATION (V),1,ITEM,235.45,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95709132,103992,1595.09,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-10687  Created for SO #243239,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1595.09,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709133,103850,48.86,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11335  Created for SO #245952  SO Note: Dane Loucks / JBarrow    City of Stanwood  ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,48.86,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709243,103994,292.31,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11320  Created for SO #245924  SO Note: AMY MITCHELL  ( 253) 838-9780   PO# 56379-4...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,292.31,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709576,103274,11308.87,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10482  Created for SO #244470,100866,GREENHECK FAN CORPORATION (V),1,ITEM,11308.87,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95709577,103851,1740.5,2026-02-25,USD,Conversion,STANDARD,"FB: PO# - 26-10573  Created for SO #244622  SO Note: Cost split of $1,825. Dorse to cover 1/2 an...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,1740.5,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709653,103275,1336.27,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10574  Created for SO #244617,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1336.27,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95709654,103852,1268.89,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10935  Created for SO #245284,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1268.89,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95709655,103276,1256.66,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10702  Created for SO #244867,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1256.66,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95709656,103853,364.85,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10937  Created for SO #245286,100866,GREENHECK FAN CORPORATION (V),1,ITEM,364.85,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9570967,103277,483.02,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 25-15226W  Created from RMA #931  Missing (1) XG-MSE (surface mount) from #9634102    ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,483.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95709699,103647,202.15,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11070  Created for SO #245528,104698,Metalaire,1,ITEM,202.15,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95710016,103278,3446.1,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10412  Created for SO #244348,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3446.1,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95710137,103856,154.91,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11302  Created for SO #245895,100866,GREENHECK FAN CORPORATION (V),1,ITEM,154.91,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95710200,103854,9099.31,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11174  Created for SO #245670,100866,GREENHECK FAN CORPORATION (V),1,ITEM,9099.31,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95710229,103282,7165.26,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11204  Created for SO #245729,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7165.26,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95710294,103855,15466.14,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10285  Created for SO #244157,100866,GREENHECK FAN CORPORATION (V),1,ITEM,15466.14,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95710295,103279,293.85,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11351  Created for SO #245988  SO Note: Brian Egge   Toyota of Bellingham  PO 15503,100866,GREENHECK FAN CORPORATION (V),1,ITEM,293.85,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95710316,103857,1590.3,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-10928  Created for SO #244976  SO Note: Ground freight included,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1590.3,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95710425,103280,409.08,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11343  Created for SO #245967  SO Note: Nikki Knapp - 253-872-5665  PO 12349,100866,GREENHECK FAN CORPORATION (V),1,ITEM,409.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95710426,103281,128.48,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11333  Created for SO #245944  SO Note: Jason Umbao (425) 570-7097  PO# 166529-133798,100866,GREENHECK FAN CORPORATION (V),1,ITEM,128.48,Dorse_Line_1,1510.1601.100.000.511000.0000.000
